Subset,Other Set,Sampling,Technique,Classifier,Iteration,Precision,Recall,AUC,Accuracy
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,6,0.758084703,0.984842127,0.835117693,0.835196264
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,6,0.706455828,0.984683633,0.78962098,0.788732394
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,6,0.769781426,0.98690651,0.845713453,0.845791246
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,7,0.975081699,0.978679787,0.976839893,0.976839516
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,7,0.980016313,0.980816327,0.980180653,0.980187803
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,7,0.980821545,0.988485264,0.984656012,0.98464059
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,7,0.97872556,0.987933327,0.983470862,0.983420108
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,7,0.979603308,0.992191948,0.986177199,0.986055221
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,8,0.981207683,0.992522189,0.986980352,0.986914339
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,8,0.980114813,0.990845997,0.985562686,0.98551197
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,8,0.97949229,0.991557821,0.985637817,0.98556885
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,8,0.978893299,0.991205258,0.985272145,0.985171757
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,8,0.9829907,0.991075835,0.987092861,0.987062545
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,9,0.980800654,0.953913389,0.966541832,0.966591515
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,9,0.978384992,0.947472354,0.961408915,0.961613869
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,9,0.985446137,0.946935041,0.964903417,0.964980545
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,9,0.986728802,0.948670498,0.966780462,0.966739119
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,9,0.987713804,0.949074074,0.967761694,0.967608271
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,10,0.986389388,0.945183714,0.964621293,0.96461002
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,10,0.982955554,0.952077959,0.966678014,0.96669827
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,10,0.984527431,0.948557279,0.965538944,0.965548908
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,10,0.985570862,0.949266889,0.96668761,0.96660159
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,10,0.988578887,0.952785313,0.96976823,0.969778594
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,1,0.937046005,0.940842788,0.938069673,0.93810207
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,1,0.929020483,0.935470696,0.931231385,0.931276442
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,1,0.939009415,0.947542338,0.943511218,0.94347737
Train_Set,Test_Set,Oversampling,ROS,XGBoost,1,0.945713141,0.954798261,0.950008793,0.950007582
Train_Set,Test_Set,Oversampling,ROS,Random Forest,1,0.950107595,0.955438006,0.952921031,0.95290649
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,2,0.945167032,0.954115127,0.949421626,0.949418223
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,2,0.946242876,0.956526903,0.951214853,0.951202892
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,2,0.948267754,0.955759204,0.951997249,0.951983627
Train_Set,Test_Set,Oversampling,ROS,XGBoost,2,0.946775003,0.962280783,0.953988752,0.954004555
Train_Set,Test_Set,Oversampling,ROS,Random Forest,2,0.951536358,0.965043237,0.957918736,0.957922661
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,3,0.958100559,0.972852512,0.964651059,0.964746874
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,3,0.951068504,0.972432101,0.960663276,0.96078836
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,3,0.95708502,0.97645601,0.966700791,0.966618882
Train_Set,Test_Set,Oversampling,ROS,XGBoost,3,0.962273542,0.977550814,0.969622385,0.969620381
Train_Set,Test_Set,Oversampling,ROS,Random Forest,3,0.958764503,0.980203575,0.969265153,0.96920196
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,4,0.965632231,0.98051275,0.972832969,0.9728274
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,4,0.966666667,0.981708041,0.974004074,0.973986727
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,4,0.983082805,0.988571128,0.985841119,0.985831234
Train_Set,Test_Set,Oversampling,ROS,XGBoost,4,0.970527665,0.9839009,0.976954176,0.976967415
Train_Set,Test_Set,Oversampling,ROS,Random Forest,4,0.981466461,0.987151248,0.984244904,0.984246505
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,5,0.781620237,0.989059968,0.853094895,0.854683337
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,5,0.766645529,0.987543394,0.840246457,0.841811991
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,5,0.695559227,0.985543164,0.780681141,0.778961021
Train_Set,Test_Set,Oversampling,ROS,XGBoost,5,0.704874168,0.985640611,0.786584203,0.786533893
Train_Set,Test_Set,Oversampling,ROS,Random Forest,5,0.713273308,0.984130801,0.796533789,0.795450018
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,6,0.711261261,0.982033032,0.791975666,0.791837862
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,6,0.703487381,0.979985747,0.784393961,0.783953543
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,6,0.70143357,0.981829673,0.783463856,0.782745592
Train_Set,Test_Set,Oversampling,ROS,XGBoost,6,0.759414676,0.982369862,0.834981503,0.835262399
Train_Set,Test_Set,Oversampling,ROS,Random Forest,6,0.770073109,0.983888073,0.844898424,0.844975003
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,7,0.974473258,0.982033483,0.978053779,0.978069276
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,7,0.966101695,0.974860911,0.970274606,0.970281705
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,7,0.967919592,0.983354315,0.976143824,0.975971056
Train_Set,Test_Set,Oversampling,ROS,XGBoost,7,0.972292446,0.990318261,0.981559766,0.98139817
Train_Set,Test_Set,Oversampling,ROS,Random Forest,7,0.971227058,0.986888183,0.979442531,0.979282043
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,8,0.974569829,0.992609797,0.98383455,0.983668819
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,8,0.972562062,0.990264256,0.981713598,0.981541835
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,8,0.971664823,0.991561862,0.981990302,0.981764274
Train_Set,Test_Set,Oversampling,ROS,XGBoost,8,0.97007516,0.99000947,0.980282741,0.980105053
Train_Set,Test_Set,Oversampling,ROS,Random Forest,8,0.970060369,0.990957957,0.980802501,0.980593817
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,9,0.988249595,0.936635945,0.959906631,0.960237754
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,9,0.988156014,0.929147465,0.9555924,0.9559385
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,9,0.988847584,0.931759211,0.958815885,0.958563724
Train_Set,Test_Set,Oversampling,ROS,XGBoost,9,0.991202346,0.936198663,0.96184334,0.96183592
Train_Set,Test_Set,Oversampling,ROS,Random Forest,9,0.991103631,0.939023464,0.963742276,0.963584207
Train_Set,Test_Set,Oversampling,ROS,Logistic Regression,10,0.990740101,0.935225049,0.961109769,0.961088285
Train_Set,Test_Set,Oversampling,ROS,Decision Tree,10,0.990022568,0.936990613,0.961873055,0.961809671
Train_Set,Test_Set,Oversampling,ROS,Naive Bayes,10,0.990414494,0.934409938,0.960697443,0.96058984
Train_Set,Test_Set,Oversampling,ROS,XGBoost,10,0.990303424,0.93519979,0.960711511,0.960767908
Train_Set,Test_Set,Oversampling,ROS,Random Forest,10,0.990659161,0.939099838,0.963172286,0.96318743
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,1,0.941105769,0.867109635,0.905902447,0.905533818
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,1,0.900973097,0.87541713,0.890901206,0.891113549
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,1,0.916036309,0.905759162,0.911492557,0.91150112
Train_Set,Test_Set,Undersampling,RUS,XGBoost,1,0.924146268,0.898354877,0.913176291,0.913352685
Train_Set,Test_Set,Undersampling,RUS,Random Forest,1,0.92733216,0.905030675,0.917846431,0.917991023
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,2,0.92813821,0.914192614,0.921698878,0.921698199
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,2,0.933228346,0.912394149,0.92323175,0.923178091
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,2,0.926754967,0.920294621,0.923913527,0.923920179
Train_Set,Test_Set,Undersampling,RUS,XGBoost,2,0.932494005,0.917207218,0.925524878,0.925540055
Train_Set,Test_Set,Undersampling,RUS,Random Forest,2,0.937571856,0.924288791,0.931483752,0.931496776
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,3,0.961176471,0.904761905,0.933757928,0.933482392
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,3,0.920403587,0.91323693,0.918198552,0.918266594
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,3,0.942322383,0.922587883,0.933143308,0.933159074
Train_Set,Test_Set,Undersampling,RUS,XGBoost,3,0.92122281,0.920681551,0.921901303,0.92191582
Train_Set,Test_Set,Undersampling,RUS,Random Forest,3,0.94095941,0.938650307,0.940534366,0.940555623
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,4,0.942036935,0.932657495,0.937630576,0.937630126
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,4,0.961253741,0.939645881,0.950696833,0.950642117
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,4,0.958200637,0.949756675,0.954238841,0.954247079
Train_Set,Test_Set,Undersampling,RUS,XGBoost,4,0.960690316,0.945394504,0.953425807,0.953440461
Train_Set,Test_Set,Undersampling,RUS,Random Forest,4,0.96266851,0.946956817,0.95518366,0.955198552
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,5,0.772569444,0.985603544,0.844946241,0.84628284
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,5,0.656330749,0.988876529,0.742544325,0.73916621
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,5,0.683952528,0.991398654,0.767324979,0.766990291
Train_Set,Test_Set,Undersampling,RUS,XGBoost,5,0.660525284,0.990011751,0.746583615,0.743686502
Train_Set,Test_Set,Undersampling,RUS,Random Forest,5,0.681994928,0.98993865,0.769321532,0.766832464
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,6,0.73513149,0.986784938,0.81559055,0.815606047
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,6,0.737687981,0.989376443,0.817033114,0.81788643
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,6,0.679552023,0.989609365,0.762331874,0.761914139
Train_Set,Test_Set,Undersampling,RUS,XGBoost,6,0.685004075,0.991272556,0.768550496,0.768144093
Train_Set,Test_Set,Undersampling,RUS,Random Forest,6,0.682601575,0.992066191,0.766219431,0.765810612
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,7,0.92469546,0.959770115,0.942888322,0.942425936
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,7,0.942157953,0.955981941,0.950242838,0.950082282
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,7,0.95026178,0.965425532,0.958300137,0.958177745
Train_Set,Test_Set,Undersampling,RUS,XGBoost,7,0.951527615,0.969760479,0.961640803,0.961393324
Train_Set,Test_Set,Undersampling,RUS,Random Forest,7,0.957300613,0.977204409,0.968136432,0.96785151
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,8,0.965242578,0.985582255,0.975760792,0.975558975
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,8,0.962894534,0.988305942,0.975889861,0.975630512
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,8,0.969748783,0.983328888,0.97679888,0.976696862
Train_Set,Test_Set,Undersampling,RUS,XGBoost,8,0.962141762,0.985741904,0.974450202,0.97415975
Train_Set,Test_Set,Undersampling,RUS,Random Forest,8,0.961237674,0.986851292,0.974601339,0.974261794
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,9,0.946843854,0.936473165,0.94069055,0.940749022
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,9,0.9432703,0.907922912,0.925098354,0.92484915
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,9,0.9644727,0.919101924,0.939917185,0.939880508
Train_Set,Test_Set,Undersampling,RUS,XGBoost,9,0.965922444,0.908789386,0.935629036,0.935268505
Train_Set,Test_Set,Undersampling,RUS,Random Forest,9,0.964907975,0.919550982,0.941187193,0.940919568
Train_Set,Test_Set,Undersampling,RUS,Logistic Regression,10,0.969768284,0.920763149,0.943149577,0.943151987
Train_Set,Test_Set,Undersampling,RUS,Decision Tree,10,0.971362587,0.926023778,0.946496097,0.946619217
Train_Set,Test_Set,Undersampling,RUS,Naive Bayes,10,0.975141392,0.920079424,0.945374391,0.94531968
Train_Set,Test_Set,Undersampling,RUS,XGBoost,10,0.974761175,0.927401257,0.949366486,0.949320148
Train_Set,Test_Set,Undersampling,RUS,Random Forest,10,0.976538592,0.91904,0.945412153,0.945355809
